,ageEstimate,companyFollowerCount,companyName,companyStaffCount,companyUrn,connectionsCount,country,followable,followersCount,genderEstimate,isPremium,mbrLocation,mbrLocationCode,mbrTitle,memberUrn,posLocation,posTitle,positionId,avgMemberPosDuration,avgCompanyPosDuration,cluster
278,48,102,TiE Melbourne,10,urn:li:company:3045591,500,au,1,3820,male,1,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","CEO, Co-Founder at Cyara",urn:li:member:10195703,Melbourne,Board Member,265373,1135.4286,897.0691,1
279,48,83140,Genesys,5668,urn:li:company:601919,500,au,1,3820,male,1,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","CEO, Co-Founder at Cyara",urn:li:member:10195703,"Sydney, Australia",SE Director - APAC,265374,1135.4286,1013.1074,1
280,48,151686,National Australia Bank,27944,urn:li:company:2357,500,au,1,3820,male,1,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","CEO, Co-Founder at Cyara",urn:li:member:10195703,"Sydney, Australia",Senior Analyst/Programmer,265378,1135.4286,941.0968,1
281,48,82881,NEC Corporation,8234,urn:li:company:1696,500,au,1,3820,male,1,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","CEO, Co-Founder at Cyara",urn:li:member:10195703,"Sydney, Australia",Software Development Engineer,265380,1135.4286,1138.3438,1
282,48,28662,WSP in Australia & New Zealand,1685,urn:li:company:30137,500,au,1,3820,male,1,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","CEO, Co-Founder at Cyara",urn:li:member:10195703,"Sydney, Australia",Consulting Engineer,265382,1135.4286,859.1723,1
283,51,25538,Anaplan,1117,urn:li:company:658814,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia","Country Marketing Manager, ANZ / SEA",246902,1099.1111,484.5714,1
284,51,204,Navig8,14,urn:li:company:3772521,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,Sydney Australia,Advisor,246904,1099.1111,273.5,1
285,51,1,Amanxi,1,urn:li:company:12957754,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia",Director,246905,1099.1111,487,1
286,51,5,Shop4,1,urn:li:company:2572229,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia",Advisor,246906,1099.1111,3591,1
287,51,14331,PayFields,1270,urn:li:company:6646434,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia",CEO,246907,1099.1111,1269,1
288,51,88242,NGA Human Resources,6193,urn:li:company:4366,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia",Marketing Director A/NZ,246908,1099.1111,983.9248,1
289,51,3770,CXC Global,260,urn:li:company:34240,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia",Head of Marketing,246909,1099.1111,864.7464,1
290,51,3770,CXC Global,260,urn:li:company:34240,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,Sydney Australia,National Marketing Manager A/NZ,246910,1099.1111,864.7464,1
291,51,6437,MDS Pharma Services,706,urn:li:company:164902,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia",Consultant - Business Strategy & Change Management,246912,1099.1111,1147.4366,1
292,51,1041,PayGlobal | Now part of MYOB,37,urn:li:company:165414,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,Sydney Australia,Marketing Manager,246915,1099.1111,861.4688,1
293,51,1151791,Schneider Electric,61388,urn:li:company:2329,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,Sydney Australia & London England,Marketing Director - GM ANZ,246916,1099.1111,993.9477,1
294,51,25538,Anaplan,1117,urn:li:company:658814,500,au,1,2598,male,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","For me its about driving meaningful outcomes - making a difference adding value daily for clients, my team and beyond.",urn:li:member:10197727,"Sydney, Australia",Demand Manager - APAC,37974044,1099.1111,484.5714,0
295,43,279605,Monash University,14538,urn:li:company:5663,130,au,1,131,female,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Digital Marketing Coordinator at Strategic Marketing and Communications, Monash University",urn:li:member:101979449,"Melbourne, Australia",Web Content Coordinator,212058,918,912.7557,1
296,43,14189,Australian Government Department of Human Services,6131,urn:li:company:259021,130,au,1,131,female,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Digital Marketing Coordinator at Strategic Marketing and Communications, Monash University",urn:li:member:101979449,"Sydney, Australia",Web Content Migrator,212060,918,798.5472,1
297,36,160,International Needs Australia,10,urn:li:company:2247962,372,au,1,373,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Gifts in Wills Manager at International Needs Australia,urn:li:member:10198288,"Mitcham, Melbourne",Gifts in Wills Manager,324840,3439.2,612.1667,1
298,36,11077,World Vision Australia,561,urn:li:company:553575,372,au,1,373,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Gifts in Wills Manager at International Needs Australia,urn:li:member:10198288,East Burwood,National Relationship Manager - Bequests,324841,3439.2,693.7913,1
299,36,11077,World Vision Australia,561,urn:li:company:553575,372,au,1,373,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Gifts in Wills Manager at International Needs Australia,urn:li:member:10198288,"Mozambique, Kosovo, Banda Ache (Indonesia), Port au Prince (Haiti) and Vanuatu",Emergency Response Logistics Officer,324842,3439.2,693.7913,1
300,36,11077,World Vision Australia,561,urn:li:company:553575,372,au,1,373,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Gifts in Wills Manager at International Needs Australia,urn:li:member:10198288,East Burwood,Statae Manager Victoria and Tasmania,324843,3439.2,693.7913,1
301,36,11077,World Vision Australia,561,urn:li:company:553575,372,au,1,373,male,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Gifts in Wills Manager at International Needs Australia,urn:li:member:10198288,East Burwood,Production Co Ordinator,324844,3439.2,693.7913,1
302,46,2643,RFI Technology Solutions,147,urn:li:company:480504,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia",Chief Financial Officer,167309,1351.2,1207.6519,1
303,46,1798,Versent,199,urn:li:company:6379533,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia",Chief Financial Officer,167310,1351.2,328.8372,1
304,46,100,Supply Chain Squared,0,urn:li:company:5172275,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia",Associate,167312,1351.2,882.3333,1
305,46,71403,Optus,10913,urn:li:company:2711,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,Sydney,"Director, Procurement",167313,1351.2,977.6553,1
306,46,71403,Optus,10913,urn:li:company:2711,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia","General Manager, Commercial Transformation",167314,1351.2,977.6553,1
307,46,71403,Optus,10913,urn:li:company:2711,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia","Director, IT Commercial",167315,1351.2,977.6553,1
308,46,71403,Optus,10913,urn:li:company:2711,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia","Commercial Manager, Capital Evaluation",167316,1351.2,977.6553,1
309,46,71403,Optus,10913,urn:li:company:2711,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia","Commercial Manager, Consumer Strategy",167317,1351.2,977.6553,1
310,46,71403,Optus,10913,urn:li:company:2711,500,au,1,1185,female,1,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Finance Executive passionate about Digital Transformation,urn:li:member:10198469,"Sydney, Australia","Commercial Manager, Consumer IT & Networks",167318,1351.2,977.6553,1
311,49,696,Bionomics Ltd,44,urn:li:company:151771,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Adelaide, Australia","Manager, Strategic Alliances",222354,953.8889,1044.0612,1
312,49,7181,Mayne Pharma,646,urn:li:company:12253,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Adelaide, Australia","Director, Business and Corporate Development",222355,953.8889,1032.6538,1
313,49,82430,Novozymes,5103,urn:li:company:165233,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Copenhagen Area, Denmark","Senior Manager, Business Development and Acquisitions, Novozymes BioPharma",222356,953.8889,873.5508,1
314,49,696,Bionomics Ltd,44,urn:li:company:151771,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Adelaide, Australia","Group Leader, Scientific Affairs and Licensing",222357,953.8889,1044.0612,1
315,49,696,Bionomics Ltd,44,urn:li:company:151771,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Adelaide, Australia","Head, Protein Discovery Group",222359,953.8889,1044.0612,1
316,49,53774,CSIRO,5299,urn:li:company:163279,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Sydney, Australia",Senior Research Scientist,222360,953.8889,1200.5759,1
317,49,105507,University of South Australia,4691,urn:li:company:10761,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Sydney, Australia","Member, Museum of Discovery (MOD) Governance Group",29016060,953.8889,940.359,0
318,49,95586,University of Adelaide,5890,urn:li:company:8664,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Sydney, Australia","Board Member, Institute of Photonics and Advanced Sensing",29016061,953.8889,924.0899,0
319,49,105507,University of South Australia,4691,urn:li:company:10761,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Sydney, Australia","Board Member, Innovation and Collaboration Centre",29016062,953.8889,940.359,0
320,49,26,SABRENet Ltd,3,urn:li:company:1144125,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Sydney, Australia",Board Director,29016063,953.8889,244,0
321,49,586,TechInSA Startup Support Agency,26,urn:li:company:12898576,500,au,1,650,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)","Director, Office of Science, Technology and Research (OSTAR) at Department of Industry and Skills, SA Government",urn:li:member:10198778,"Sydney, Australia",Board Observer,29016064,953.8889,551.7143,0
322,39,37530,Transport for NSW,4218,urn:li:company:624981,500,au,1,688,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",A-CSM | SPC4 | Agile BA | TOGAF,urn:li:member:102094634,"Sydney, Australia",Scrum Master,235034,661,574.1019,1
323,39,81613,nbn™ Australia,5972,urn:li:company:638710,500,au,1,688,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",A-CSM | SPC4 | Agile BA | TOGAF,urn:li:member:102094634,"Sydney, Australia",Scrum Master/Business Analyst,235035,661,536.2341,1
324,39,2385,Bulletproof Group Limited,89,urn:li:company:54276,500,au,1,688,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",A-CSM | SPC4 | Agile BA | TOGAF,urn:li:member:102094634,"Sydney, Australia",Scrum Master,235036,661,605.5587,1
325,39,13160,Oakton,1175,urn:li:company:165271,500,au,1,688,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",A-CSM | SPC4 | Agile BA | TOGAF,urn:li:member:102094634,"Sydney, Australia",Business Analyst/Scrum Master,235037,661,946.174,1
326,39,13160,Oakton,1175,urn:li:company:165271,500,au,1,688,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",A-CSM | SPC4 | Agile BA | TOGAF,urn:li:member:102094634,"Sydney, Australia",Software Engineer,235038,661,946.174,1
327,39,247381,University of Sydney,11949,urn:li:company:166676,500,au,1,688,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",A-CSM | SPC4 | Agile BA | TOGAF,urn:li:member:102094634,"Sydney, Australia",Research Assistant,235039,661,851.207,1
328,39,247381,University of Sydney,11949,urn:li:company:166676,500,au,1,688,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",A-CSM | SPC4 | Agile BA | TOGAF,urn:li:member:102094634,"Sydney, Australia",Tutor/Lab Supervisor/Helpdesk,235040,661,851.207,1
329,53,1295,Brisbane Boys'​ College,217,urn:li:company:2803789,306,au,1,327,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",Secondary Chemistry/Science Teacher - seeking employment,urn:li:member:102126430,"Toowong, Queensland, Australia",Secondary Science Teacher,237338,1413.1429,1199.0328,1
330,53,6335,Seqwater,630,urn:li:company:814248,306,au,1,327,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",Secondary Chemistry/Science Teacher - seeking employment,urn:li:member:102126430,"Brisbane, Australia","Knowledge, IP Management and Systems Governance Coordinator",237341,1413.1429,569.3432,1
331,53,6335,Seqwater,630,urn:li:company:814248,306,au,1,327,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",Secondary Chemistry/Science Teacher - seeking employment,urn:li:member:102126430,"Brisbane, Australia","RS&T Stakeholder, IP & Knowledge Coordinator",237342,1413.1429,569.3432,1
332,53,1552,Australian WaterSecure Innovations Ltd.,8,urn:li:company:718648,306,au,1,327,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",Secondary Chemistry/Science Teacher - seeking employment,urn:li:member:102126430,"Sydney, Australia",Intellectual Property Specialist,237343,1413.1429,561.15,1
333,53,4811,IP Australia,755,urn:li:company:22188,306,au,1,327,male,0,"Brisbane Area, Australia","urn:li:fs_region:(au,4909)",Secondary Chemistry/Science Teacher - seeking employment,urn:li:member:102126430,"Sydney, Australia",Patent Examiner,237345,1413.1429,913.9749,1
334,32,174247,QUT (Queensland University of Technology),7610,urn:li:company:165624,222,au,1,222,female,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Sessional Academic and PhD Candidate at Queensland University of Technology,urn:li:member:102129745,"Brisbane, Australia",PhD Candidate,243799,493,867.1346,1
335,32,174247,QUT (Queensland University of Technology),7610,urn:li:company:165624,222,au,1,222,female,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Sessional Academic and PhD Candidate at Queensland University of Technology,urn:li:member:102129745,"Brisbane, Australia",Research Assistant,243800,493,867.1346,1
336,32,174247,QUT (Queensland University of Technology),7610,urn:li:company:165624,222,au,1,222,female,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Sessional Academic and PhD Candidate at Queensland University of Technology,urn:li:member:102129745,Brisbane,Sessional Academic (Public Relations and Marketing),243801,493,867.1346,1
337,32,174247,QUT (Queensland University of Technology),7610,urn:li:company:165624,222,au,1,222,female,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Sessional Academic and PhD Candidate at Queensland University of Technology,urn:li:member:102129745,Gardens Point,Masters by Research Student,243802,493,867.1346,1
338,32,719,SU QLD,166,urn:li:company:861533,222,au,1,222,female,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Sessional Academic and PhD Candidate at Queensland University of Technology,urn:li:member:102129745,"Brisbane, Australia",Marketing & Events Manager,243803,493,1098.6,1
339,32,423,GJI Group,56,urn:li:company:1397683,222,au,1,222,female,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Sessional Academic and PhD Candidate at Queensland University of Technology,urn:li:member:102129745,"Sydney, Australia",Sales and Marketing Co-ordinator,243804,493,801.6714,1
340,32,719,SU QLD,166,urn:li:company:861533,222,au,1,222,female,0,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Sessional Academic and PhD Candidate at Queensland University of Technology,urn:li:member:102129745,"Sydney, Australia",Public Relations & Marketing Intern,243805,493,1098.6,1
341,49,5,EcoThought Pty Ltd,4,urn:li:company:18180416,500,au,1,943,male,1,"Bendigo Area, Australia","urn:li:fs_region:(au,4890)","Chief Executive Officer at EcoThought Pty Ltd, SmartFarmIOT, SmartLandscapeIO",urn:li:member:10229415,"Victoria, Australia",Director,273242,1475.5,897.0691,1
342,49,533477,CSC,60800,urn:li:company:1120,500,au,1,943,male,1,"Bendigo Area, Australia","urn:li:fs_region:(au,4890)","Chief Executive Officer at EcoThought Pty Ltd, SmartFarmIOT, SmartLandscapeIO",urn:li:member:10229415,"Sydney, Australia",Consultant Human Factors Specialist,273246,1475.5,1139.0047,1
343,49,1778,KAZ,436,urn:li:company:5277,500,au,1,943,male,1,"Bendigo Area, Australia","urn:li:fs_region:(au,4890)","Chief Executive Officer at EcoThought Pty Ltd, SmartFarmIOT, SmartLandscapeIO",urn:li:member:10229415,"Sydney, Australia",Delivery Manager,273248,1475.5,1067.2669,1
344,49,1778,KAZ,436,urn:li:company:5277,500,au,1,943,male,1,"Bendigo Area, Australia","urn:li:fs_region:(au,4890)","Chief Executive Officer at EcoThought Pty Ltd, SmartFarmIOT, SmartLandscapeIO",urn:li:member:10229415,"Sydney, Australia",Program Manager National Security,273252,1475.5,1067.2669,1
345,49,49922,Ministerie van Defensie,19804,urn:li:company:1640612,500,au,1,943,male,1,"Bendigo Area, Australia","urn:li:fs_region:(au,4890)","Chief Executive Officer at EcoThought Pty Ltd, SmartFarmIOT, SmartLandscapeIO",urn:li:member:10229415,"Sydney, Australia",ACSS System Engineer,273261,1475.5,1220.7907,1
346,49,16434,Department of Defence,4077,urn:li:company:4285,500,au,1,943,male,1,"Bendigo Area, Australia","urn:li:fs_region:(au,4890)","Chief Executive Officer at EcoThought Pty Ltd, SmartFarmIOT, SmartLandscapeIO",urn:li:member:10229415,"Sydney, Australia",CAPLOG Project,273263,1475.5,1474.795,1
347,42,29,AB Language Services,3,urn:li:company:328351,500,au,1,1514,male,0,"Western Australia, Australia","urn:li:fs_region:(au,4916)",CEO i AB Language Services,urn:li:member:10229729,"Albany, Australia",CEO,305317,3257,897.0691,1
348,42,4,AAA Scandinavian Translations,3,urn:li:company:2508524,500,au,1,1514,male,0,"Western Australia, Australia","urn:li:fs_region:(au,4916)",CEO i AB Language Services,urn:li:member:10229729,Western Australia,Freelance localization and editing,305318,3257,897.0691,1
349,42,4,AAA Scandinavian Translations,3,urn:li:company:2508524,500,au,1,1514,male,0,"Western Australia, Australia","urn:li:fs_region:(au,4916)",CEO i AB Language Services,urn:li:member:10229729,UK-Australia,Freelance translator and editor,305319,3257,897.0691,1
350,46,23092,Programmed,4393,urn:li:company:94956,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,"Sydney, Australia",Project Manager (Contract role),199951,395.5,839.1587,1
351,46,87841,Talent2,705,urn:li:company:166244,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,St Kilda Road St Kilda,Project Manager (Contract role),199952,395.5,789.6836,1
352,46,520,Computershare Utility Services,77,urn:li:company:483410,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,"Melbourne, Australia",Project Manager (Contract role),199953,395.5,669.7043,1
353,46,520,Computershare Utility Services,77,urn:li:company:483410,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,"Melbourne, Australia",Project Manager (Contract role),199954,395.5,669.7043,1
354,46,23092,Programmed,4393,urn:li:company:94956,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,"Sydney, Australia",Project Manager - Costing,199956,395.5,839.1587,1
355,46,23092,Programmed,4393,urn:li:company:94956,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,"Melbourne, Australia","Head of Change Management, Shared Services",199957,395.5,839.1587,1
356,46,23092,Programmed,4393,urn:li:company:94956,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,Box Hill/Burwood,Group Pay/Bill Services Manager,199958,395.5,839.1587,1
357,46,29103,AGL Energy,3432,urn:li:company:6109,500,au,1,745,male,1,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Account Manager, Brave Energy",urn:li:member:1023417,"Melbourne, Australia","Solution Design manager, Commercial manager, Account manager",199959,395.5,818.2641,1
358,36,2118,Newcastle Permanent Building Society,413,urn:li:company:64994,379,au,1,377,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",SQL Developer,urn:li:member:102382834,"Newcastle, Australia",Data Warehouse Specialist,155129,1573.3333,1317.5396,1
359,36,13896,i2c Inc.,684,urn:li:company:242586,379,au,1,377,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",SQL Developer,urn:li:member:102382834,Lahore,Associate Architect,155130,1573.3333,801.287,1
360,36,92,TMA Australia Pty Ltd,32,urn:li:company:1979708,379,au,1,377,male,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",SQL Developer,urn:li:member:102382834,"Sydney, Australia",SQL Developer,32933455,1573.3333,703.875,0
361,40,14792,Gigya,494,urn:li:company:167353,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Sydney, Australia",Senior Solution Architect,264491,652.8889,475.7302,1
362,40,2930,Simple,50,urn:li:company:1216016,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Sydney, Australia",Principal Solution Consultant,264493,652.8889,504.4138,1
363,40,14792,Gigya,494,urn:li:company:167353,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Sydney, Australia",Senior Solution Architect,264495,652.8889,475.7302,1
364,40,11,Vivify Creative Pty Ltd,1,urn:li:company:2935719,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Sydney Area, Australia",Cofounder,264497,652.8889,1096,1
365,40,126361,Westpac,12393,urn:li:company:3597,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Sydney, Australia",Digital Development Manager,264499,652.8889,1078.7899,1
366,40,72297,SDL plc,5495,urn:li:company:165895,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Sydney, Australia",Project Manager / Content Architect (Contract),264501,652.8889,723.3176,1
367,40,14331,SDL Campaigns,1270,urn:li:company:16635,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Sydney, Australia",Managing Senior Consultant,264503,652.8889,1042.3226,1
368,40,85,Mediasurface,34,urn:li:company:11781,196,au,1,195,male,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)",Senior Solution Architect at Gigya,urn:li:member:102501814,"Newbury, UK",Technical Support Lead,264507,652.8889,1067.68,1
369,37,534929,Jacobs,43616,urn:li:company:4025,409,au,1,418,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)",Water Engineer at Jacobs,urn:li:member:102520980,"Adelaide, Australia",Senior Water Resources Engineer,250603,3256,933.5676,1
370,37,31853,Sinclair Knight Merz,850,urn:li:company:7334,409,au,1,418,male,0,"Adelaide, Australia","urn:li:fs_region:(au,4886)",Water Engineer at Jacobs,urn:li:member:102520980,"Adelaide, Australia",Water Engineer,250605,3256,1188.2227,1
371,36,58,Jenkins Legal Services,7,urn:li:company:4830899,500,au,1,729,female,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Senior Associate at Jenkins Legal Services,urn:li:member:102552143,"Newcastle, Australia",Solicitor,304773,1044.6667,214,1
372,36,4324,NSW Young Lawyers,58,urn:li:company:1463632,500,au,1,729,female,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Senior Associate at Jenkins Legal Services,urn:li:member:102552143,"Sydney, Australia",Executive Councillor,304774,1044.6667,631.947,1
373,36,10358,The Law Society of New South Wales,222,urn:li:company:597103,500,au,1,729,female,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Senior Associate at Jenkins Legal Services,urn:li:member:102552143,"Sydney, Australia",Law Society Rural Issues Committee Young Lawyers Representative,304776,1044.6667,856.9688,1
374,36,4324,NSW Young Lawyers,58,urn:li:company:1463632,500,au,1,729,female,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Senior Associate at Jenkins Legal Services,urn:li:member:102552143,"Sydney, Australia",BushWeb Regional Issues Committee Chair,304777,1044.6667,631.947,1
375,36,4324,NSW Young Lawyers,58,urn:li:company:1463632,500,au,1,729,female,0,"Newcastle, Australia","urn:li:fs_region:(au,4902)",Senior Associate at Jenkins Legal Services,urn:li:member:102552143,"Sydney, Australia",BushWeb Regional Issues Committee Vice Chair,304779,1044.6667,631.947,1
